A	ఆ
unnAmanna	ఉన్నామన్న
unnAnani	ఉన్నానని
unnAru	ఉన్నారు
unnAyA	ఉన్నాయా
unnAyi	ఉన్నాయి
unna	ఉన్న
unnaMta	ఉన్నంత
unnaMtaTi	ఉన్నంతటి
unnaMtamAtrAna	ఉన్నంతమాత్రాన
unnaTTu	ఉన్నట్టు
unnaTTuMDi	ఉన్నట్టుండి
unnacOTa	ఉన్నచోట
unnadE	ఉన్నదే
unnadi	ఉన్నది
unnappaTikI	ఉన్నప్పటికీ
unnappuDu	ఉన్నప్పుడు
unnatOdyOgulainA	ఉన్నతోద్యోగులైనా
unnata	ఉన్నత
unnavALlU	ఉన్నవాళ్లూ
unnavAri	ఉన్నవారి
unnavAru	ఉన్నవారు
upAdhi	ఉపాధి
upAdhyAyurAli	ఉపాధ్యాయురాలి
upAlayAla	ఉపాలయాల
upaSamanaM	ఉపశమనం
upakaristAyi	ఉపకరిస్తాయి
upakramiMcArani	ఉపక్రమించారని
upanishattula	ఉపనిషత్తుల
upasaMharistAru	ఉపసంహరిస్తారు
upavishTakONAsanaM	ఉపవిష్టకోణాసనం
upayOgaM	ఉపయోగం
upayOgapaDatAyO	ఉపయోగపడతాయో
upayOgapaDatAyi	ఉపయోగపడతాయి
upayOgapaDutuMdi	ఉపయోగపడుతుంది
urakalu	ఉరకలు
utpAdakatanu	ఉత్పాదకతను
utpAdakatatO	ఉత్పాదకతతో
utpatti	ఉత్పత్తి
utsAhAnikI	ఉత్సాహానికీ
utsAhaMgA	ఉత్సాహంగా
utsavAlaku	ఉత్సవాలకు
utsavAlni	ఉత్సవాల్ని
utsavAlu	ఉత్సవాలు
utsavAnni	ఉత్సవాన్ని
utsava	ఉత్సవ
utsavaMlA	ఉత్సవంలా
utsavarlu	ఉత్సవర్లు
utsavataMtu	ఉత్సవతంతు
utsukata	ఉత్సుకత
uttEjAnniccE	ఉత్తేజాన్నిచ్చే
uttEjaM	ఉత్తేజం
uttEjaparicE	ఉత్తేజపరిచే
uttEjitaM	ఉత్తేజితం
uttamaM	ఉత్తమం
uttaraMgA	ఉత్తరంగా
uttaradvAra	ఉత్తరద్వార
uttarvulu	ఉత్తర్వులు
utticEtulatO	ఉత్తిచేతులతో
uyyAllO	ఉయ్యాల్లో
vADAli	వాడాలి
vADE	వాడే
vADaTaM	వాడటం
vALiMTikeLli	వాళింటికెళ్లి
vALlUrilO	వాళ్లూరిలో
vALla	వాళ్ల
vALlaMtA	వాళ్లంతా
vALlakE	వాళ్లకే
vALlaku	వాళ్లకు
vALlani	వాళ్లని
vALlannayya	వాళ్లన్నయ్య
vALliMTiki	వాళ్లింటికి
vALliMTlO	వాళ్లింట్లో
vALlu	వాళ్లు
vAMCa	వాంఛ
vAMCala	వాంఛల
vAMCalaku	వాంఛలకు
vAMCalakuMDE	వాంఛలకుండే
vAMCalannavi	వాంఛలన్నవి
vAMCalanu	వాంఛలను
vAMCalapai	వాంఛలపై
vAMCallO	వాంఛల్లో
vAMCalu	వాంఛలు
vAMCalutaggipOyinappuDu	వాంఛలుతగ్గిపోయినప్పుడు
vATAdArlaku	వాటాదార్లకు
vATAnu	వాటాను
vATi	వాటి
vATiki	వాటికి
vATilO	వాటిలో
vATillutuMdOnanna	వాటిల్లుతుందోనన్న
vATinI	వాటినీ
vATini	వాటిని
vATitOpATU	వాటితోపాటూ
vAdyAlni	వాద్యాల్ని
vAdyakArulu	వాద్యకారులు
vAhanAlU	వాహనాలూ
vAhanAlalO	వాహనాలలో
vAhanAlanU	వాహనాలనూ
vAhanAlanu	వాహనాలను
vAhanAllO	వాహనాల్లో
vAhanAlu	వాహనాలు
vAhana	వాహన
vAhanadArulaku	వాహనదారులకు
vAjIkaraNAllAMTivE	వాజీకరణాల్లాంటివే
vAkyUm	వాక్యూమ్
vAlEvANni	వాలేవాణ్ని
vApi	వాపి
vArU	వారూ
vAraM	వారం
vAraMlO	వారంలో
vArapu	వారపు
vArasatvamE	వారసత్వమే
vAri	వారి
vAriMciMdi	వారించింది
vArikOsaM	వారికోసం
vArikaMTE	వారికంటే
vAriki	వారికి
vArilO	వారిలో
vArilOnE	వారిలోనే
vArini	వారిని
vAritO	వారితో
vArshikOtsava	వార్షికోత్సవ
vArshika	వార్షిక
vArta	వార్త
vAru	వారు
vAskyular	వాస్క్యులర్
vAstavAlu	వాస్తవాలు
vAstavAniki	వాస్తవానికి
vAstava	వాస్తవ
vAstavamEgAnI	వాస్తవమేగానీ
vAstavika	వాస్తవిక
vAtAvaraNaM	వాతావరణం
vEDukalatO	వేడుకలతో
vEDukalu	వేడుకలు
vELaku	వేళకు
vELalanu	వేళలను
vELalu	వేళలు
vELlE	వేళ్లే
vEMgi	వేంగి
vEMgini	వేంగిని
vEMkaTAdri	వేంకటాద్రి
vEMkaTAdriki	వేంకటాద్రికి
vEMkaTESa	వేంకటేశ
vEMkaTESuDu	వేంకటేశుడు
vEMkaTESvarasvAmi	వేంకటేశ్వరస్వామి
vEMkaTESvaruDE	వేంకటేశ్వరుడే
vEMkaTESvaruNNi	వేంకటేశ్వరుణ్ణి
vEMkaTapatiki	వేంకటపతికి
vENugOpAlan	వేణుగోపాలన్
vESAru	వేశారు
vETADEMduku	వేటాడేందుకు
vEdavyAsuDu	వేదవ్యాసుడు
vEdika	వేదిక
vEdikapai	వేదికపై
vEgAnikI	వేగానికీ
vEgAnni	వేగాన్ని
vEga	వేగ
vEgaM	వేగం
vEgaMgA	వేగంగా
vEgamU	వేగమూ
vEla	వేల
vElallO	వేలల్లో
vElitO	వేలితో
vElu	వేలు
vEmaSarma	వేమశర్మ
vErE	వేరే
vErokarni	వేరొకర్ని
vEsE	వేసే
vEsEMduku	వేసేందుకు
vEsETappuDu	వేసేటప్పుడు
vEsEppuDu	వేసేప్పుడు
vEsavilO	వేసవిలో
vEsi	వేసి
vEstE	వేస్తే
vEstU	వేస్తూ
vEstunnAyi	వేస్తున్నాయి
vEsukOvAli	వేసుకోవాలి
vEtana	వేతన
vEyAli	వేయాలి
vEyaMDi	వేయండి
vEyaTaM	వేయటం
vEyaTamU	వేయటమూ
vEyanivvadu	వేయనివ్వదు
vEyarAdu	వేయరాదు
vEyi	వేయి
vEyistunnArAme	వేయిస్తున్నారామె
vEyoccu	వేయొచ్చు
vIDipOyAyi	వీడిపోయాయి
vILlE	వీళ్లే
vILlu	వీళ్లు
vITanniMTikI	వీటన్నింటికీ
vITanniMTinI	వీటన్నింటినీ
vITi	వీటి
vITiki	వీటికి
vITilO	వీటిలో
vITilOni	వీటిలోని
vITini	వీటిని
vITitO	వీటితో
vITivalla	వీటివల్ల
vIdhullO	వీధుల్లో
vIgipOvaTAniki	వీగిపోవటానికి
vIgipOvaccu	వీగిపోవచ్చు
vIlaina	వీలైన
vIlainaMta	వీలైనంత
vIllEdu	వీల్లేదు
vIllEni	వీల్లేని
vIlugA	వీలుగా
vIrAsanaM	వీరాసనం
vIrAvESaMtO	వీరావేశంతో
vIrabhadruDu	వీరభద్రుడు
vIrabhadruNNi	వీరభద్రుణ్ణి
vIri	వీరి
vIriki	వీరికి
vIrilO	వీరిలో
vIrini	వీరిని
vIru	వీరు
vIryaM	వీర్యం
vRddhApyAniki	వృద్ధాప్యానికి
vRddhApyaM	వృద్ధాప్యం
vRddhApyaMlO	వృద్ధాప్యంలో
vRddhula	వృద్ధుల
vRddhulaku	వృద్ధులకు
vRkshAniki	వృక్షానికి
vRkshAnni	వృక్షాన్ని
vRkshaM	వృక్షం
vRshaNAla	వృషణాల
vRthA	వృథా
vRttAkAraMlO	వృత్తాకారంలో
vRtti	వృత్తి
vULlannI	వూళ్లన్నీ
vULlokeLli	వూళ్లొకెళ్లి
vULlonE	వూళ్లొనే
vUbakAyAllO	వూబకాయాల్లో
vUbakAyaM	వూబకాయం
vUbakAyullO	వూబకాయుల్లో
vUgisalADutuMTuMdi	వూగిసలాడుతుంటుంది
vUhistuMTEnE	వూహిస్తుంటేనే
vUpiritittulE	వూపిరితిత్తులే
vUpiritittullO	వూపిరితిత్తుల్లో
vUpiritittulu	వూపిరితిత్తులు
vUrEgutunna	వూరేగుతున్న
vUrUrA	వూరూరా
vUraTa	వూరట
vUrapiccuka	వూరపిచ్చుక
vUravatalivaipu	వూరవతలివైపు
vUri	వూరి
vUriki	వూరికి
va	వ
vaDDI	వడ్డీ
vaMSIyulE	వంశీయులే
vaMSapAraMparyaMgA	వంశపారంపర్యంగా
vaMTi	వంటి
vaMTivI	వంటివీ
vaMTivannI	వంటివన్నీ
vaMTivi	వంటివి
vaMdakOTlanu	వందకోట్లను
vaMdala	వందల
vaMdarUpAlatO	వందరూపాలతో
vaMgAli	వంగాలి
vaMgEMtavaraku	వంగేంతవరకు
vaMgaTaM	వంగటం
vaMgi	వంగి
vaMtU	వంతూ
vaMtuna	వంతున
vaSishTha	వశిష్ఠ
vaSishThuDi	వశిష్ఠుడి
vaccADaMTE	వచ్చాడంటే
vaccADu	వచ్చాడు
vaccAkE	వచ్చాకే
vaccAru	వచ్చారు
vaccAyi	వచ్చాయి
vaccE	వచ్చే
vaccEdi	వచ్చేది
vaccEsariki	వచ్చేసరికి
vaccEsiMdi	వచ్చేసింది
vaccEvAraMdari	వచ్చేవారందరి
vacci	వచ్చి
vacciMdO	వచ్చిందో
vacciMdanI	వచ్చిందనీ
vacciMdani	వచ్చిందని
vacciMdi	వచ్చింది
vaccina	వచ్చిన
vaccinappaTi	వచ్చినప్పటి
vaccinappuDE	వచ్చినప్పుడే
vaccinappuDu	వచ్చినప్పుడు
vaccinavATini	వచ్చినవాటిని
vadalAli	వదలాలి
vadalaMDi	వదలండి
vadalaTaM	వదలటం
vaddA	వద్దా
vadda	వద్ద
vaddaku	వద్దకు
vaddanE	వద్దనే
vaddanukuMTE	వద్దనుకుంటే
vaddu	వద్దు
vadhUvarulu	వధూవరులు
vadigA	వదిగా
vadilEsi	వదిలేసి
vadilEstuMTArugAnI	వదిలేస్తుంటారుగానీ
vadilinappuDu	వదిలినప్పుడు
vadilinapuDu	వదిలినపుడు
vadulaina	వదులైన
vadulutU	వదులుతూ
vaiSAkha	వైశాఖ
vaiSAkhamAsaMlO	వైశాఖమాసంలో
vaiSyA	వైశ్యా
vaibhavAlu	వైభవాలు
vaibhavAnnI	వైభవాన్నీ
vaibhavaM	వైభవం
vaibhavaMgA	వైభవంగా
vaibrETarla	వైబ్రేటర్ల
vaidyAnikE	వైద్యానికే
vaidyAniki	వైద్యానికి
vaidya	వైద్య
vaidyaM	వైద్యం
vaidyaMlO	వైద్యంలో
vaidyamE	వైద్యమే
vaidyaparaMgA	వైద్యపరంగా
vaidyapariSOdhanA	వైద్యపరిశోధనా
vaidyaraMgaM	వైద్యరంగం
vaidyaraMgaMlO	వైద్యరంగంలో
vaidyuDu	వైద్యుడు
vaidyula	వైద్యుల
vaidyulakuMDE	వైద్యులకుండే
vaidyulanu	వైద్యులను
vaidyulatO	వైద్యులతో
vaidyulu	వైద్యులు
vaijJAnikaMgA	వైజ్ఞానికంగా
vaikalyaM	వైకల్యం
vaikhari	వైఖరి
vaikharilO	వైఖరిలో
vaikharilOnE	వైఖరిలోనే
vaikuMTha	వైకుంఠ
vaipu	వైపు
vaipula	వైపుల
vaipunaku	వైపునకు
vairudhya	వైరుధ్య
vaishNava	వైష్ణవ
vaishNavulakU	వైష్ణవులకూ
vaishNavulu	వైష్ణవులు
vaiyaktika	వైయక్తిక
vakraviSlEshaNalu	వక్రవిశ్లేషణలు
vaksha	వక్ష
vakshasthalaM	వక్షస్థలం
vakuLamAta	వకుళమాత
valasa	వలస
valayaMlO	వలయంలో
vallE	వల్లే
valla	వల్ల
vallabhuDu	వల్లభుడు
vanavihArAniki	వనవిహారానికి
vanyaprANula	వన్యప్రాణుల
varAhasvAmivArini	వరాహస్వామివారిని
varAlavarshaM	వరాలవర్షం
varD	వర్డ్
varakU	వరకూ
varaku	వరకు
vark	వర్క్
varshAkAlaMlO	వర్షాకాలంలో
vartamAnAniki	వర్తమానానికి
vartamAnaMlO	వర్తమానంలో
varusa	వరుస
varusagA	వరుసగా
vasati	వసతి
vasatigadulu	వసతిగదులు
vasatula	వసతుల
vasatulu	వసతులు
vastAru	వస్తారు
vastAyani	వస్తాయని
vastE	వస్తే
vastOMdi	వస్తోంది
vastrAnni	వస్త్రాన్ని
vastradhAraNatO	వస్త్రధారణతో
vastu	వస్తు
vastuMTAyi	వస్తుంటాయి
vastuMTE	వస్తుంటే
vastuMdEmOnanna	వస్తుందేమోనన్న
vastuMdO	వస్తుందో
vastuMdi	వస్తుంది
vastunna	వస్తున్న
vayAgrA	వయాగ్రా
vayasEmI	వయసేమీ
vayasU	వయసూ
vayassu	వయస్సు
vayasu	వయసు
vayasuku	వయసుకు
vayasulEni	వయసులేని
vayasulO	వయసులో
vayasulOnU	వయసులోనూ
vayasulOnainA	వయసులోనైనా
vayasullOnU	వయసుల్లోనూ
vayasutO	వయసుతో
veLadAM	వెళదాం
veLlAli	వెళ్లాలి
veLlAlsi	వెళ్లాల్సి
veLlAlsina	వెళ్లాల్సిన
veLlE	వెళ్లే
veLlEMduku	వెళ్లేందుకు
veLlEMta	వెళ్లేంత
veLlElA	వెళ్లేలా
veLlEvAraTa	వెళ్లేవారట
veLlaDAniki	వెళ్లడానికి
veLlaDaM	వెళ్లడం
veLlagoDutuMdani	వెళ్లగొడుతుందని
veLlakuMDA	వెళ్లకుండా
veLli	వెళ్లి
veLliMdi	వెళ్లింది
veLlipOdAM	వెళ్లిపోదాం
